Q20051142,Q81753
Q35468290,Q985
Q32758534,Q1202
Q33414314,Q985
Q15843045,Q32055673
Q31296341,Q11114
Q31925807,Q980
Q32013390,Q1202
Q30629279,Q8596
Q1146926,Q10487
Q31303038,Q8583
Q31995263,Q530508
Q31308925,Q5542
Q32236113,Q183
Q32752546,Q985
Q829214,Q7025
Q49289438,Q10439
Q205929,Q32062217
Q31346024,Q10465
Q49292871,Q553409
Q239511,Q32017471
Q35325902,Q1198
Q16319606,Q32042679
Q78151111,Q544969
Q33514836,Q706938
Q556192,Q2970
Q31327938,Q980
Q540006,Q10408
Q31337648,Q1194
Q1785108,Q32750656
Q31516692,Q57828
Q2523539,Q502512
Q759845,Q44500
Q556188,Q3011
Q30798535,Q10418
Q32750652,Q1200
Q30667888,Q31919979
Q78555421,Q513395
Q1305986,Q574429
Q30702353,Q518663
Q1912029,Q32749678
Q32266582,Q645231
Q645231,Q2917
Q33440432,Q20240
Q32185007,Q8606
Q31313647,Q32235665
Q32065624,Q1197
Q30788651,Q16105
Q31297297,Q262684
Q35263406,Q1205
Q35329938,Q980
Q35377287,Q1208
Q32065322,Q8593
Q32014810,Q980
Q31302461,Q32121710
Q35640116,Q46070
Q49290553,Q10423
Q676008,Q6061
Q30752337,Q32018476
Q31289014,Q492374
Q32205298,Q7883
Q32072530,Q540006
Q2230351,Q313186
Q1773936,Q32066289
Q30786675,Q667537
Q884065,Q627722
Q32297515,Q980
Q630769,Q32063043
Q677944,Q1200
Q1591108,Q384264
Q13553650,Q32042679
Q1299018,Q630325
Q2789462,Q32596049
Q673108,Q14815
Q1738225,Q8585
Q30687397,Q569671
Q32055577,Q553288
Q31301396,Q653031
Q31897924,Q11130
Q31305207,Q2970
Q2271172,Q1457938
Q1457938,Q2112
Q32056721,Q1202
Q2565014,Q5628
Q19308584,Q10477
Q41791398,Q574455
Q1386682,Q627722
Q31996165,Q512626
Q31333626,Q32263849
Q31289474,Q554758
Q1146561,Q539077
Q33129777,Q1194
Q32213543,Q1208
Q31548345,Q633622
Q31550264,Q10530
Q31561213,Q61634
Q33379759,Q1199
Q1112710,Q980
Q32172169,Q1196
Q2542994,Q31888097
Q32750595,Q183
Q247878,Q143401
Q1746476,Q1200
Q30804344,Q1200
Q32066636,Q1194
Q30604335,Q137593
Q31323893,Q537997
Q31312120,Q32058320
Q30646587,Q1197
Q825993,Q1199
Q30811667,Q6755
Q30666356,Q504553
Q1019127,Q31877303
Q32274930,Q1194
Q528531,Q2947
Q2570437,Q8574
Q32063665,Q1199
Q34851843,Q1200
Q1801732,Q11045
Q2473652,Q1198
Q187105,Q1196
Q161673,Q6257
Q1336843,Q551378
Q31334641,Q7882
Q31323172,Q980
Q31354116,Q551948
Q2015462,Q505665
Q34919613,Q1197
Q31548459,Q32021675
Q81216,Q32065168
Q314417,Q183
Q878107,Q980
Q1551363,Q241235
Q33397982,Q980
Q2464324,Q504762
Q160840,Q93250
Q31310461,Q3802
Q31317867,Q539852
Q540120,Q2905
Q1598624,Q1198
Q31356679,Q428950
Q563191,Q8575
Q633344,Q32063682
Q31550968,Q504914
Q1549066,Q31614
Q646904,Q8590
Q32214021,Q1205
Q63220524,Q32276342
Q31345353,Q164458
Q31318192,Q624835
Q880436,Q32017471
Q30505025,Q10944
Q30650591,Q31879753
Q30784457,Q564579
Q1554457,Q10960
Q32012387,Q1208
Q28498565,Q1208
Q47501775,Q33728273
Q32054348,Q621902
Q31516871,Q5632
Q32065126,Q674341
Q674341,Q2905
Q33123482,Q505948
Q871120,Q1198
Q31298916,Q533661
Q31536893,Q5628
Q47501769,Q506323
Q31528460,Q5645
Q49292766,Q10418
Q1678445,Q32052205
Q162690,Q93248
Q13896,Q32634792
Q1824225,Q612992
Q31322402,Q980
Q32297942,Q985
Q33499032,Q835800
Q2256995,Q1729
Q49290400,Q572960
Q30624954,Q502786
Q212429,Q142
Q32752547,Q1194
Q1279487,Q581955
Q1601351,Q12444
Q33399997,Q1208
Q2112582,Q182938
Q31868787,Q1202
Q31292621,Q32038422
Q30596780,Q621899
Q627521,Q10444
Q30703780,Q504553
Q31297020,Q32259037
Q34900021,Q1199
Q15837236,Q520347
Q33350036,Q980
Q30727068,Q530225
Q31345804,Q10454
Q18624922,Q10451
Q31981975,Q985
Q31996332,Q375399
Q31325942,Q240964
Q31339377,Q31955221
Q1500599,Q8228
Q31310323,Q1199
Q30816783,Q1729
Q1289250,Q503422
Q31556661,Q10405
Q32582368,Q1199
Q32282653,Q985
Q564566,Q8602
Q31911108,Q980
Q556751,Q7871
Q32259946,Q7871
Q31549046,Q572448
Q32006940,Q980
Q33413629,Q980
Q33380270,Q985
Q1991856,Q32518229
Q32752801,Q1198
Q32066359,Q1194
Q503751,Q32750112
Q2227711,Q2107
Q836710,Q7869
Q884746,Q310990
Q33155761,Q980
Q32050928,Q1198
Q61992,Q8198
Q257264,Q980
Q1496723,Q10449
Q32753572,Q1208
Q32511405,Q1196
Q31314786,Q10427
Q31317370,Q8583
Q31293019,Q1208
Q30742727,Q8601
Q30810888,Q31945089
Q31334537,Q6780
Q2167003,Q980
Q31562953,Q10929
Q1595762,Q31955358
Q31953245,Q985
Q30695799,Q184873
Q21551347,Q10421
Q1536689,Q182691
Q697594,Q690559
Q160977,Q93283
Q31549231,Q980
Q32013899,Q1196
Q31304521,Q8517
Q86480,Q3922
Q17278565,Q882474
Q882474,Q907314
Q65005903,Q536722
Q31319671,Q980
Q31310356,Q7861
Q30802269,Q583144
Q2162276,Q569633
Q553030,Q32123035
Q819530,Q7036
Q1428330,Q10475
Q30627912,Q624862
Q30727386,Q8702
Q461397,Q9536
Q521356,Q32266942
Q31532437,Q5644
Q33380474,Q985
Q1263067,Q570209
Q30718220,Q33729223
Q31544767,Q5642
Q32510278,Q1208
Q2586361,Q10919
Q30714206,Q32420382
Q2265064,Q10522
Q32188954,Q10480
Q31361023,Q1208
Q33416409,Q1199
Q33412639,Q980
Q1864930,Q1198
Q17481593,Q1794
Q31293519,Q8579
Q31324231,Q8602
Q1981086,Q628190
Q1164481,Q32036528
Q50323412,Q10516
Q1817500,Q4086
Q31322922,Q565996
Q31309740,Q622391
Q505785,Q10491
Q31567415,Q8596
Q906400,Q10456
Q31302506,Q643951
Q524796,Q8585
Q55352196,Q10522
Q30631468,Q8580
Q1479600,Q32067969
Q59775092,Q879393
Q879393,Q7862
Q10768764,Q93216
Q31540021,Q10402
Q31325927,Q33725082
Q32013321,Q1202
Q30660857,Q8564
Q54878720,Q10449
Q30692088,Q93226
Q32179084,Q2898
Q690599,Q6064
Q31534836,Q6337
Q30621231,Q8562
Q35390205,Q1202
Q32201213,Q1200
Q491788,Q10429
Q32067848,Q1196
Q30686141,Q6961
Q32221243,Q10487
Q31324696,Q32751841
Q30747246,Q8830
Q1356007,Q32001070
Q876254,Q1198
Q31352853,Q31911969
Q31334109,Q50928
Q32248007,Q1196
Q31925192,Q1197
Q33382485,Q985
Q2245545,Q32208356
Q1792140,Q31916068
Q879635,Q1199
Q49290557,Q523867
Q32066025,Q32066026
Q31916846,Q2103
Q31539538,Q571926
Q32260114,Q621907
Q31290088,Q574465
Q31531102,Q57951
Q31296444,Q10427
Q1490779,Q5897
Q382725,Q980
Q17048584,Q71123
Q31306647,Q32292546
Q31351793,Q242458
Q1416706,Q662580
Q1536412,Q985
Q539754,Q7166
Q503588,Q10439
Q25158417,Q32069390
Q31311410,Q502504
Q1408399,Q7896
Q2247016,Q502621
Q1605203,Q11043
Q17540981,Q252466
Q60323686,Q32421380
Q200957,Q32063119
Q147332,Q10444
Q31539330,Q10526
Q585546,Q5897
Q1529712,Q31944486
Q32062486,Q8198
Q1482678,Q31897765
Q35486930,Q1197
Q151195,Q241358
Q30636115,Q6040
Q31290409,Q1208
Q32162909,Q1196
Q688353,Q31910788
Q30741664,Q1197
Q30755037,Q32067991
Q570235,Q183
Q20855970,Q10522
Q33399894,Q985
Q25158366,Q538801
Q538801,Q8225
Q31356140,Q10427
Q33391486,Q1196
Q49342449,Q1200
Q31334365,Q8569
Q31307809,Q3117
Q1491398,Q32223339
Q31338831,Q6842
Q33509954,Q256364
Q388527,Q8574
Q32059381,Q1198
Q31324750,Q632444
Q632444,Q3000
Q19687913,Q4192
Q798771,Q32662627
Q30646748,Q31987261
Q32286079,Q985
Q430560,Q21170
Q1772485,Q31876281
Q32234112,Q1208
Q41371265,Q549641
Q549641,Q10444
Q32018317,Q1208
Q32060779,Q985
Q1987651,Q17119
Q47156425,Q61632
Q31340448,Q968
Q704442,Q550285
Q32751749,Q1200
Q33397587,Q985
Q1619021,Q625314
Q30665502,Q81722
Q251127,Q10528
Q556021,Q2941
Q31336204,Q548870
Q31516987,Q32664543
Q35372974,Q985
Q31299022,Q8590
Q33379799,Q1208
Q33380677,Q1208
Q32063664,Q3758
Q31522896,Q550781
Q31319370,Q242458
Q32138615,Q980
Q30731509,Q569692
Q31567168,Q10526
Q30713791,Q504634
Q1695713,Q200836
Q32034988,Q1196
Q32750411,Q980
Q31292205,Q700691
Q700691,Q8590
Q33402338,Q985
Q114812,Q7014
Q32112292,Q7887
Q33423202,Q32385750
Q31353130,Q1196
Q32012191,Q1205
Q1887755,Q10958
Q32018335,Q1202
Q31562164,Q557710
Q30687582,Q572636
Q32367939,Q985
Q30504127,Q32746446
Q878365,Q31897954
Q30724534,Q10887
Q31339215,Q552495
Q819456,Q164458
Q819221,Q551497
Q32211226,Q1197
Q1622643,Q1196
Q31318375,Q504639
Q696531,Q537196
Q21767524,Q160405
Q33324829,Q81457
Q32087667,Q8579
Q30608867,Q10960
Q508822,Q10469
Q30652098,Q1483706
Q32033036,Q156119
Q315113,Q1198
Q49460224,Q32453264
Q1825576,Q586991
Q31868671,Q1200
Q31305481,Q5642
Q62325,Q7887
Q32485534,Q1197
Q33396172,Q1200
Q701312,Q10533
Q1158648,Q1199
Q49292814,Q630786
Q31290661,Q8564
Q30722740,Q649138
Q31311723,Q181745
Q2264624,Q10528
Q31545661,Q6040
Q33396520,Q985
Q32060108,Q1194
Q30623000,Q10402
Q32247406,Q1208
Q546691,Q7869
Q490363,Q7866
Q2010487,Q1198
Q162628,Q93223
Q1559422,Q11052
Q31523217,Q31877303
Q1573852,Q502512
Q707933,Q701011
Q706330,Q689996
Q26208588,Q4011
Q32055737,Q1199
Q1398996,Q492503
Q2572289,Q10912
Q33355772,Q1194
Q318612,Q253784
Q1519481,Q7866
Q33506324,Q690690
Q31360689,Q1196
Q1574079,Q31987624
Q30698383,Q622565
Q549795,Q32181195
Q31331959,Q8596
Q31920193,Q1208
Q34835330,Q93233
Q31879786,Q10526
Q808507,Q1194
Q10767959,Q93250
Q1242929,Q32750112
Q877131,Q623943
Q32112485,Q980
Q35268290,Q1197
Q2593923,Q3852
Q804902,Q254649
Q1543302,Q1196
Q316507,Q183
Q32027524,Q1206
Q31318208,Q32760932
Q569778,Q10429
Q676609,Q8575
Q30616011,Q502631
Q668257,Q1196
Q30611195,Q634394
Q30738484,Q32055584
Q20614919,Q504737
Q32184576,Q1208
Q1390078,Q241655
Q32274390,Q551205
Q881776,Q10923
Q23930116,Q10489
Q31292294,Q596859
Q2640099,Q10944
Q16061637,Q32095313
Q32095313,Q6173
Q2555083,Q503273
Q1348755,Q10417
Q31556020,Q127043
Q30662202,Q552554
Q35276220,Q985
Q31519149,Q57857
Q31328125,Q511325
Q632453,Q3000
Q1688,Q459261
Q623560,Q31995837
Q31995837,Q5939
Q20164868,Q127744
Q1019955,Q11043
Q33397491,Q1196
Q3510657,Q158083
Q32498174,Q1196
Q1020454,Q623516
Q47538747,Q81251
Q81251,Q8211
Q2079539,Q1202
Q32511870,Q1208
Q30764885,Q10465
Q1605,Q32051501
Q30817799,Q1206
Q30755335,Q3931
Q31298691,Q1202
Q32063739,Q32063740
Q30670797,Q7882
Q665529,Q32748992
Q32532043,Q1197
Q31908501,Q554878
Q554878,Q6064
Q30643827,Q8602
Q30757708,Q581955
Q1678707,Q32276342
Q33415383,Q1194
Q893544,Q57006
Q882693,Q32752106
Q502840,Q10431
Q503295,Q32062194
Q556010,Q32067754
Q1828027,Q558631
Q318025,Q3822
Q1414674,Q628118
Q10370331,Q93233
Q32068340,Q32752710
Q31308573,Q31945089
Q32000947,Q1208
Q32752428,Q985
Q56008369,Q2758
Q30667459,Q10421
Q31547043,Q10522
Q31308327,Q492374
Q22874,Q32757770
Q32215033,Q673810
Q646499,Q8608
Q1242335,Q2284231
Q2284231,Q547481
Q547481,Q518491
Q897536,Q3822
Q35332958,Q1198
Q30511095,Q624727
Q30666796,Q32040663
Q15818597,Q253371
Q1790701,Q572615
Q32184560,Q46784
Q32062739,Q606082
Q25158367,Q538801
Q32535655,Q1198
Q28036639,Q132278
Q30723865,Q8702
Q32056816,Q8579
Q33405617,Q1196
Q61725551,Q254271
Q30690602,Q693030
Q1372017,Q539671
Q30615532,Q374915
Q32092182,Q183
Q30618049,Q985
Q30602073,Q666297
Q31898698,Q980
Q31869839,Q1197
Q2497432,Q183
Q33409877,Q1200
Q649074,Q32038296
Q1288496,Q1200
Q533853,Q8225
Q511719,Q10539
Q32054252,Q635901
Q50331189,Q32265531
Q32005224,Q556643
Q556643,Q2970
Q30723892,Q241866
Q569643,Q3000
Q640466,Q2909
Q33376842,Q1202
Q30606969,Q33725082
Q31289775,Q504553
Q800822,Q32033473
Q1146431,Q32092337
Q30745745,Q10458
Q1790856,Q32068776
Q30768667,Q59564401
Q2592551,Q10414
Q529400,Q10444
Q31351645,Q503854
Q31303796,Q10906
Q278879,Q8596
Q31323526,Q818785
Q31896821,Q502893
Q32012299,Q1208
Q1014705,Q2942
Q437256,Q1823424
Q1823424,Q547099
Q550822,Q2491564
Q556708,Q7883
Q31290341,Q10469
Q32059780,Q1208
Q31543774,Q259635
Q30619363,Q622167
Q660991,Q32040663
Q30747140,Q502686
Q30500884,Q45941
Q31517610,Q10518
Q31559713,Q32730943
Q32065128,Q672748
Q31289790,Q10412
Q1762198,Q10414
Q32663376,Q32208164
Q562812,Q8572
Q31455879,Q32752807
Q30737628,Q5897
Q1807021,Q5628
Q31562659,Q10923
Q48260,Q2937
Q1286367,Q7507
Q32235631,Q980
Q30784552,Q32204983
Q30663346,Q6022
Q30730300,Q7882
Q1513932,Q507854
Q554227,Q3000
Q32750384,Q985
Q31545915,Q2541156
Q1506750,Q32092337
Q32296746,Q543232
Q31923165,Q985
Q32752877,Q8223
Q32066497,Q1196
Q1675332,Q7027
Q31545984,Q487971
Q30611851,Q8574
Q1821596,Q10408
Q200256,Q6191
Q15119649,Q32565661
Q32062289,Q1196
Q328352,Q2999
Q32068379,Q1208
Q1530646,Q81740
Q1281599,Q6308
Q32110437,Q1197
Q1980045,Q33159408
Q1497188,Q558530
Q30668490,Q539592
Q32084580,Q1197
Q31293365,Q1197
Q31522879,Q256547
Q15059125,Q443815
Q2360550,Q32721694
Q30735871,Q183
Q31298986,Q622569
Q59035911,Q492374
Q31309906,Q32749864
Q2253027,Q523642
Q31305681,Q552523
Q1588008,Q204793
Q883532,Q164458
Q31522708,Q524407
Q31359444,Q10420
Q30803096,Q32065162
Q1469634,Q6163
Q317693,Q2765
Q1588707,Q32753806
Q32014364,Q1205
Q32055349,Q980
Q32758367,Q980
Q33380023,Q1197
Q1959107,Q2742
Q30703112,Q1197
Q31346398,Q7882
Q32065805,Q183
Q879621,Q1199
Q21927860,Q37985
Q31333776,Q635601
Q635601,Q6041
Q1697072,Q31975594
Q31328142,Q506887
Q33382053,Q1205
Q30501726,Q8572
Q30666022,Q1774519
Q878817,Q1199
Q49290903,Q545951
Q30596936,Q8596
Q30692311,Q5982
Q32179459,Q1197
Q2282582,Q10923
Q9263307,Q32016306
Q33424594,Q564592
Q564592,Q8608
Q31310621,Q5628
Q34931537,Q1197
Q1464291,Q3004
Q895787,Q183
Q686629,Q971198
Q2540407,Q1198
Q32201088,Q8580
Q30746777,Q10944
Q30705856,Q622388
Q34854787,Q1197
Q19289008,Q582023
Q30651349,Q8606
Q30686903,Q516485
Q32212761,Q1198
Q865678,Q632282
Q32068172,Q1202
Q30794178,Q10462
Q33418208,Q980
Q487278,Q7871
Q30722475,Q5897
Q18026301,Q5913
Q32533581,Q1197
Q32011731,Q1196
Q30660354,Q10906
Q30753061,Q8557
Q316397,Q985
Q30750488,Q640411
Q30714143,Q80464
Q31943597,Q1196
Q32057573,Q1197
Q2254058,Q1196
Q252597,Q558631
Q1486892,Q4090
Q41280079,Q541494
Q1229073,Q1194
Q19962070,Q31928886
Q32251713,Q10436
Q30737203,Q4346
Q30742590,Q495778
Q30657573,Q980
Q30635221,Q1206
Q32093529,Q651799
Q651799,Q2917
Q30619735,Q570035
Q701109,Q703023
Q33403835,Q980
Q32235607,Q1202
Q60193556,Q492374
Q1380775,Q11045
Q506034,Q2937
Q31310206,Q10497
Q34901340,Q1197
Q33404044,Q1198
Q31914314,Q548195
Q30596616,Q32420382
Q32213313,Q1200
Q19672421,Q6308
Q32094030,Q585206
Q585206,Q6181
Q31310897,Q32259037
Q30614733,Q3758
Q11770743,Q10432
Q32062460,Q1196
Q31311073,Q16107
Q32250597,Q1208
Q31298642,Q58572
Q31815438,Q45888
Q1166851,Q32055584
Q31305080,Q32280286
Q32085823,Q980
Q30756509,Q5946
Q30614224,Q8552
Q1464289,Q3004
Q879955,Q1198
Q880033,Q980
Q32068312,Q138802
Q30648842,Q564743
Q825916,Q980
Q30699567,Q10427
Q559552,Q1196
Q1156649,Q980
Q31295909,Q5973
Q878412,Q1194
Q31910245,Q1196
Q2549872,Q31877723
Q1781272,Q241889
Q27849990,Q5978
Q32067724,Q1208
Q696201,Q6087
Q32068297,Q32068298
Q15057612,Q32079474
Q15965177,Q2103
Q33375514,Q985
Q32112545,Q1197
Q383539,Q31949818
Q31949818,Q2905
Q32053207,Q980
Q20180113,Q31899697
Q30074366,Q526337
Q1483822,Q31924019
Q30628528,Q241450
Q31876986,Q985
Q31527144,Q10526
Q561442,Q32218006
Q32087054,Q1208
Q31999102,Q204053
Q30793487,Q1208
Q31527720,Q573235
Q17590985,Q509648
Q15852147,Q520347
Q2341457,Q32753768
Q21039851,Q31606
Q31324570,Q980
Q31301622,Q32420169
Q32293401,Q1196
Q334696,Q6022
Q30629079,Q7887
Q442351,Q1200
Q558092,Q2980
Q538659,Q181851
Q181851,Q6187
Q25115143,Q32050907
Q30694313,Q553680
Q31455547,Q627590
Q30636764,Q8580
Q71166,Q32492441
Q30699755,Q10414
Q49290701,Q547040
Q547040,Q2947
Q31560899,Q32747476
Q1721166,Q1206
Q33224797,Q31614
Q1512894,Q509580
Q1144002,Q6696
Q30806554,Q10472
Q318775,Q622428
Q32290448,Q8608
Q32060540,Q28034
Q1427339,Q32518681
Q1301358,Q506088
Q1785425,Q31994546
Q1879732,Q1194
Q32068243,Q1202
Q30661685,Q622549
Q20700,Q1194
Q691453,Q2898
Q31324351,Q11119
Q31337139,Q183483
Q32228576,Q980
Q17517606,Q10408
Q32204680,Q1197
Q30710788,Q818584
Q49292370,Q10474
Q33370083,Q980
Q808302,Q533826
Q31516285,Q10402
Q32750198,Q985
Q1524424,Q240887
Q32088758,Q558127
Q33224573,Q365
Q34857196,Q1197
Q30712672,Q10412
Q31292167,Q31915999
Q33396058,Q985
Q1461651,Q583033
Q317490,Q21881886
Q30667622,Q32275178
Q32275178,Q6152
Q32091995,Q980
Q30686904,Q635462
Q917238,Q5642
Q1713642,Q5999
Q30735145,Q627420
Q2210771,Q8830
Q33413987,Q980
Q31353057,Q312658
Q35377849,Q10445
Q30814244,Q183
Q30691580,Q569680
Q30627564,Q518446
Q1538724,Q32063119
Q1621910,Q200068
Q32177162,Q32215540
Q32050824,Q1194
Q32066105,Q663878
Q31313785,Q32762414
Q31317643,Q985
Q30730011,Q33725082
Q31295122,Q6041
Q31339476,Q32752603
Q30608575,Q557809
Q31307343,Q559802
Q31346103,Q488346
Q32060012,Q1205
Q14546694,Q93229
Q31561962,Q557710
Q32008020,Q1196
Q32064066,Q980
Q22693585,Q980
Q30714350,Q5946
Q447783,Q980
Q30510321,Q81739
Q704756,Q225729
Q32057040,Q570856
Q570856,Q8579
Q31913640,Q1055
Q49285040,Q556480
Q2071365,Q1198
Q157825,Q163966
Q30816086,Q513013
Q1566401,Q1194
Q34935290,Q1208
Q2557105,Q1208
Q31310798,Q5535
Q1381520,Q1196
Q32053793,Q675549
Q32057176,Q2904
Q31299242,Q640344
Q34853211,Q980
Q32063049,Q1206
Q1555088,Q10444
Q32213814,Q1206
Q1656629,Q8575
Q30667795,Q556702
Q51369859,Q4071168
Q1543940,Q7866
Q1690651,Q565528
Q31983716,Q1198
Q31528443,Q273949
Q31294633,Q31929501
Q31319824,Q32276176
Q589058,Q10477
Q30636695,Q6214
Q32254332,Q1208
Q17575562,Q8191
Q31539668,Q32747488
Q1806,Q32051501
Q62158,Q8206
Q1526839,Q980
Q8751,Q32194890
Q30742655,Q491118
Q876078,Q5642
Q31877519,Q437296
Q437296,Q2967
Q30597170,Q650838
Q16830316,Q10431
Q30664257,Q589515
Q315901,Q980
Q31804534,Q10483
Q32245752,Q675611
Q49292050,Q514885
Q206211,Q158083
Q31914265,Q980
Q32243229,Q23040
Q31328768,Q10405
Q870987,Q1208
Q2445354,Q31926181
Q564502,Q8608
Q30506243,Q5569
Q31309879,Q31915880
Q832403,Q31981901
Q567242,Q8583
Q30617640,Q689809
Q30662572,Q61912
Q30811536,Q5642
Q31340214,Q507639
Q1393053,Q499867
Q11838488,Q8200
Q33483328,Q570568
Q30650999,Q8606
Q31921265,Q632363
Q831658,Q183
Q31354471,Q10528
Q524939,Q7917
Q49293258,Q628778
Q31302816,Q516448
Q1309544,Q506838
Q31298040,Q6880
Q33376663,Q1206
Q537214,Q32235665
Q31336763,Q504648
Q32256519,Q1208
Q1535489,Q5632
Q33400773,Q1197
Q1637596,Q241889
Q700434,Q81743
Q30781599,Q31898557
Q811065,Q10414
Q998490,Q8742
Q31917005,Q1196
Q32060528,Q1208
Q175594,Q6022
Q701432,Q32008606
Q674620,Q8608
Q870777,Q1194
Q31520046,Q10522
Q14540590,Q980
Q30729772,Q241235
Q1534562,Q492503
Q32291063,Q10461
Q31295179,Q7882
Q31359876,Q10465
Q31924241,Q1198
Q15129538,Q627725
Q33380736,Q1197
Q1701245,Q14805
Q32291452,Q1201
Q31326578,Q558530
Q32035325,Q16006
Q697782,Q971198
Q826257,Q1198
Q32086659,Q1198
Q32285166,Q1206
Q31312514,Q985
Q30621936,Q8562
Q2554431,Q2865
Q1616955,Q549971
Q30764597,Q10405
Q15115444,Q10923
Q1537244,Q525889
Q32723204,Q1197
Q30607916,Q8205
Q31780974,Q503006
Q19964712,Q49812
Q1951664,Q7021
Q32085346,Q1208
Q695600,Q701320
Q1456822,Q649949
Q649949,Q7884
Q2009128,Q10415
Q30784599,Q33725082
Q32013453,Q33730324
Q503942,Q32204869
Q30707015,Q504914
Q798142,Q6823
Q31311897,Q32058545
Q31908813,Q183
Q31919962,Q818679
Q818679,Q2967
Q1673065,Q269010
Q74823349,Q529310
Q151200,Q32067991
Q32014829,Q8608
Q33391918,Q1196
Q1479624,Q10928
Q515176,Q32753230
Q31998864,Q635503
Q635503,Q7916
Q32293027,Q985
Q1773286,Q8885
Q1434994,Q32751458
Q638508,Q2909
Q2534223,Q517810
Q517810,Q10489
Q1573621,Q3902
Q686432,Q50856
Q32738598,Q1199
Q32012608,Q1205
Q650716,Q7879
Q15111845,Q625880
Q30673862,Q16043
Q31360716,Q1208
Q32048666,Q1199
Q30816746,Q11343
Q30596231,Q533826
Q30690692,Q636145
Q10770,Q32634833
Q822088,Q32750933
Q127915,Q10523
Q90017220,Q6087
Q885402,Q61717
Q1459030,Q1104
Q1302072,Q706897
Q472400,Q10496
Q896807,Q1194
Q30657552,Q241655
Q31300222,Q1202
Q31296191,Q689996
Q31562971,Q5628
Q30737952,Q32726661
Q31540945,Q32385390
Q10365690,Q93233
Q573011,Q2937
Q31360960,Q10898
Q14849,Q32067967
Q829208,Q985
Q30810024,Q10427
Q32056103,Q1205
Q2451269,Q14892
Q31327957,Q8574
Q156722,Q163966
Q314777,Q1198
Q19902941,Q529164
Q1683573,Q16042
Q33406353,Q1197
Q1737921,Q8697
Q88305282,Q33728143
Q31541514,Q5946
Q1534370,Q32194890
Q31912565,Q1201
Q30745672,Q10472
Q567617,Q8562
Q33510591,Q8606
Q556352,Q31897755
Q31540892,Q10402
Q31530955,Q31897214
Q31302032,Q31984688
Q31920103,Q1208
Q964660,Q10471
Q31921181,Q980
Q701436,Q6068
Q30736337,Q1206
Q32743825,Q1205
Q1547280,Q31897765
Q556558,Q5897
Q2281440,Q11119
Q32200946,Q980
Q33379918,Q1208
Q1238777,Q32765301
Q550977,Q32036401
Q31318893,Q242149
Q2151979,Q10491
Q31915834,Q1208
Q30653221,Q6022
Q32265327,Q71046
Q31804510,Q127043
Q31339797,Q183084
Q30503262,Q509536
Q2014967,Q163772
Q542047,Q32092389
Q32063996,Q985
Q31916736,Q8554
Q2381499,Q31920486
Q30330080,Q583230
Q31921330,Q980
Q33347356,Q1200
Q31525535,Q565504
Q32397523,Q8221
Q30614309,Q630521
Q31351696,Q259635
Q32297898,Q567439
Q30768565,Q6954
Q31361048,Q10420
Q315215,Q1718
Q1585466,Q1197
Q31303423,Q549971
Q536333,Q32751933
Q32751933,Q8186
Q31887118,Q1197
Q33513690,Q692956
Q32065930,Q602629
Q561871,Q158876
Q34823770,Q1205
Q31297749,Q32751841
Q560414,Q8580
Q33415174,Q1199
Q857755,Q32059818
Q800733,Q11301
Q31301647,Q31897966
Q2253493,Q1198
Q284475,Q2967
Q33379384,Q980
Q33387906,Q1200
Q49283536,Q649918
Q31525433,Q31873202
Q651430,Q7879
Q33492531,Q32747968
Q30757976,Q10500
Q30616483,Q8602
Q1318600,Q505665
Q1538343,Q32273521
Q30745474,Q624835
Q633381,Q460395
Q460395,Q2909
Q30633434,Q558593
Q30619510,Q80783
Q30787388,Q32278129
Q1109116,Q32067932
Q31331166,Q6307
Q32087890,Q632529
Q35453873,Q1206
Q31994925,Q1197
Q32013382,Q1208
Q32266967,Q518138
Q30736778,Q455075
Q32091429,Q1208
Q485869,Q5906
Q1743349,Q624862
Q35267052,Q1206
Q1548925,Q1194
Q31293711,Q502971
Q1483610,Q10469
Q32213938,Q1197
Q241303,Q2947
Q31290885,Q10408
Q1560022,Q57953
Q30654822,Q32753771
Q32116385,Q980
Q833787,Q158095
Q31357924,Q516599
Q15110336,Q566569
Q32060694,Q980
Q32274056,Q980
Q32227501,Q980
Q2520290,Q10456
Q1289696,Q200076
Q873692,Q1884
Q801421,Q623943
Q33417934,Q980
Q1823233,Q32268990
Q850643,Q32017471
Q32292210,Q1197
Q31888082,Q183
Q31543379,Q10436
Q32014708,Q1196
Q30735667,Q10516
Q1524675,Q1198
Q18020619,Q5913
Q925539,Q32084574
Q32084574,Q5958
Q31926047,Q10412
Q512162,Q10500
Q31298582,Q387858
Q1702213,Q242149
Q30666207,Q164458
Q1263106,Q64
Q30504333,Q583512
Q31358805,Q1197
Q30663049,Q652519
Q31303276,Q50930
Q1642424,Q985
Q31289730,Q32273521
Q30670268,Q8566
Q33418621,Q1208
Q32066625,Q10482
Q686410,Q635001
Q527868,Q31982025
Q29639269,Q245438
Q31306975,Q32185090
Q503266,Q31898156
Q31923903,Q980
Q1673506,Q491743
Q2646622,Q558631
Q2560209,Q7021
Q437424,Q11126
Q30803523,Q541693
Q2498890,Q11046
Q697630,Q526337
Q33356026,Q980
Q33400132,Q1202
Q32025797,Q1197
Q31337709,Q1208
Q30801166,Q32749704
Q60375626,Q503006
Q904726,Q32086096
Q30619600,Q622565
Q31338847,Q516462
Q2049658,Q554720
